BATTER_ID,BATTER_NAME
119640,Charles Nagy
115589,Herb Hash
571893,Adam Liberatore
112579,Ed Connolly
114361,Nellie Fox
113859,George Enright
819279,Willie Green
114219,John Flannery
110448,King Bailey
819319,Harold Gould
124465,Jesse Winters
818010,Mitchell Murray
494171,Lorenzo Bundy
702153,Brian Fitzpatrick
117571,Herman Layne
346871,Aaron Cook
458239,Travis Denker
110374,Derek Aucoin
670046,Kenny Rosenberg
820179,Francisco Cárdenas
429714,Denny Bautista
115374,Charlie Hamburg
119343,Roy Moran
691781,Brady House
819600,Ulysses Evans
118530,Ralph Mccabe
123336,Eddie Tiemeyer
111938,Sam Campbell
111037,Joe Black
455921,Luis Jiménez
446452,Troy Cate
664850,Patrick Mazeika
817151,Moses Snowden
669384,Raynel Delgado
519107,Andy Parrino
116227,Ken Howell
123616,Bobby Valentine
660634,Yonny Hernández
118493,Al Mays
115363,Ed Hallinan
818134,Purnell Mincy
124312,George Williams
113055,Bob Darnell
133322,Mike Buddie
111337,Vic Bradford
699393,Pedro Ramírez
819919,Basilio Cueria
816965,Thompson
817611,Johnny Ray
111818,John Butler
342492,Frank Charles
650402,Gleyber Torres
117890,Herman Long
114522,Ty Gainey
122705,John Stedronsky
114406,Buck Freeman
119249,Sid Monge
117949,Pete Lovrich
427341,Chuck Meriwether
119959,Kid O'Hara
116771,Von Joshua
119661,Billy Nash
800937,Jay D'Abramo
503449,Wily Peralta
820602,Manuel Baranda
456655,Ian Stewart
820796,Joe Lewis
820208,Bullet Campbell
114485,Brad Fullmer
124660,Archie Yelle
113517,Dave Downs
115645,Jackie Hayes
543939,Kolten Wong
457420,Brandon Wood
115694,Bob Heffner
123426,Leo Townsend
113162,Lindsay Deal
592662,Robbie Ray
123622,Héctor Valle
123618,Benny Valenzuela
695681,Christian Moore
817835,Gabe Patterson
116332,Buddy Hunter
122766,Ed Stevens
620396,Miguel Aguilar
407852,Steve Bechler
120900,Pep Rambert
594835,Marco Gonzales
120498,George Pfister
118316,Doc Marshall
543590,Kirk Nieuwenhuis
121161,Bobby Richardson
818684,Eugene Jones
113283,Claud Derrick
115785,Snake Henry
819020,Charley Hill
115334,Albert Hall
111141,Tony Boeckel
111637,Warren Brusstar
113873,Eddie Erautt
816843,Tomás Valdéz
593969,Jayson Aquino
120706,Mike Potts
111561,Lindsay Brown
120050,Jess Orndorff
122163,Dave Shipanoff
114975,Bob Gorinski
119632,Chris Nabholz
110310,Frank Arellanes
114850,Ralph Glaze
110546,William Barbeau
117584,Tom Leahy
818525,Script Lee
816959,Thompson
113854,Charlie English
282903,Yohanny Valera
116759,Scott Jordan
117407,Roger Lafrancois
111785,Mike Busby
660761,José Suarez
458550,Jeremy Hefner
117810,Nelson Liriano
112596,Ben Conroy
407794,Jung Bong
115825,José Hernández
111540,Curt Brown
123220,Duane Theiss
542455,Oswaldo Arcia
535257,Pat Butcher
408213,Hank Blalock
110112,Jack Albright
118062,Duke Maas
669369,Bryce Johnson
114447,Charlie Frisbee
816634,Rube Wiggins
678894,Liover Peguero
407784,Eric Junge
116145,Johnny Hopp
543483,Matt Magill
657053,Touki Toussaint
113157,Brian Dayett
592716,Adrian Sampson
123152,Bob Taylor
114445,John Frill
119293,Earl Moore
134260,Bengie Molina
114900,Wally Goldsmith
488811,Aaron Cunningham
117770,Lou Limmer
112162,Ron Cey
640470,Adbert Alzolay
424425,Ryan Snare
117644,Elmer Leifer
110117,Dale Alderson
819991,Bill Cooper
121219,Bob Rinker
123065,Lou Sylvester
122081,Hunky Shaw
114935,Luis Gonzalez
669387,Carmen Mlodzinski
457910,Geno Espineli
122128,Bill Sherdel
492532,Ed Sedar
124356,Carl Willis
282332,Cc Sabathia
110859,Armando Benítez
113698,Bill Earley
113323,Charlie Dexter
117519,Frank Lary
110069,Joel Adamson
112369,John Clarkson
580792,Nick Goody
124195,Warren White
818109,Guillermo Molina
592230,Kaleb Cowart
425787,Tim Hamulack
121225,Walt Ripley
656805,Trevor Oaks
121075,Rich Renteria
467749,Steve Schmoll
121442,Jorge Roque
676609,José Caballero
119118,Doc Miller
124067,Mike Welday
676439,Hunter Feduccia
678554,Curtis Mead
114188,Ed Fitzgerald
691277,Deyvison De Los Santos
123769,Frank Waddey
111884,Dave Callahan
816738,Joe Ware
114901,Izzy Goldstein
431033,Bob Hertzel
670242,Matt Wallner
116957,Speed Kelly
110062,Bob Adams
117071,Ellis Kinder
110397,Steve Avery
519240,Marc Rzepczynski
110986,Elliot Bigelow
816885,Bud Tucker
123435,Walt Tragesser
113058,George Darrow
112505,Eddie Collins
407825,Matt Guerrier
122548,Bud Souchock
111803,Ray Busse
136420,Ryan Bradley
492616,Frank Bancroft
663752,Cody Morris
121248,Luis Rivera
622446,Jefry Rodríguez
818448,Leon Looney
123732,Frank Viola
122426,Lee Smith
116197,Bruce Howard
112689,Mike Corkins
121850,Gerry Schoen
121961,Tom Seaver
121858,Ed Schorr
121331,Adam Rocap
121897,Walt Schulz
124217,Darrell Whitmore
120182,Phil Paine
115284,Rich Hacker
111709,Enrique Burgos
427482,Pat Spieler
123799,Howard Wakefield
116293,Billy Hughes
113912,Bobby Estalella
430895,Maicer Izturis
112470,Victor Cole
818216,Jack Mclaurin
114881,Danny Godby
120307,Lou Paul
113626,Sam Dungan
621056,Hunter Wood
433217,Andrés Blanco
121435,Jim Rooker
817644,Busta Quintana
640457,Austin Meadows
110391,Al Autry
119885,Doc Oberlander
484493,Mark Lollo
124182,Myron White
430567,Brandon Watson
115587,Bill Haselman
124750,William Zay
123728,Dave Vineyard
114980,Tom Gorman
622666,Johan Camargo
115808,Babe Herman
427125,Adam Dowdy
121520,Jerry Royster
118401,Mike Mason
817846,Clyde Parris
112833,Joe Crisp
683766,Christian Koss
115546,Slim Harriss
119851,Effie Norton
448614,Carlos Torres
111311,Ted Bowsfield
115938,Hugh Hill
114554,John Galvin
113776,Red Ehret
430651,Nick Regilio
121524,Vic Roznovsky
818215,Mclemore
113521,Brian Doyle
122485,Charlie Snell
623515,Drew Jackson
120119,Billy Ott
112623,Glen Cook
118029,Ed Lynch
670955,Edwin Uceta
124449,Jim Winford
116134,Dick Hoover
111237,Paul Boris
113677,Jerry Dybzinski
120478,Jay Pettibone
116716,Ricky Jones
112177,Johnnie Chambers
621397,Tyler Olson
111117,Bert Blue
118652,Marcy Mcdonnell
663423,Trent Thornton
119059,Bruce Miller
543023,Nick Christiani
818429,Raúl López
118087,Reddy Mack
458008,Humberto Sánchez
111198,Juan Bonilla
122111,Gary Sheffield
346867,Scott Seabol
111103,Frank Bliss
427316,Randy Marsh
515052,Mayckol Guaipe
459964,Matt Joyce
120864,Marv Rackley
118838,Carl Mcnabb
117040,Steve Kiefer
407918,Kevin Hooper
113680,Ben Dyer
115173,Lee Grissom
112326,Jack Clark
124714,Albert Youngblood
518771,Mitch Harris
113373,Steve Dillon
111600,Willard Brown
118360,Carlos Martínez
818462,Lester Lockett
124432,Bill Wilson
124326,Matt Williams
676614,Bryan Sammons
112381,Royce Clayton
425835,Chin-Hui Tsao
656547,Jonathan Holder
660787,Yerry De Los Santos
121060,Mike Remlinger
121408,Jim Roland
115716,Bob Heise
457454,Jarrod Saltalamacchia
116046,Bob Hogan
133140,Scott Mcclain
425632,Matt Kata
118027,Jim Lyle
118158,Ron Mahay
541608,Ramón Cabrera
150023,Gabe Molina
816969,Jules Thomas
111477,Fatty Briody
123718,Sammy Vick
114968,Keith Gordon
116302,David Hulse
121237,William Ritter
124264,Denney Wilie
111711,Sandy Burk
496219,Ryan Eigenbrode
592200,Curt Casali
113721,Eddie Eayrs
116626,Roy Johnson
116556,Abe Johnson
819910,Cunningham
543716,David Rollins
681151,Jayden Murray
819757,Jimmy Direaux
133440,Jeff Ball
115725,Eric Helfand
817718,Robert Poindexter
112931,Ray Culp
116201,David Howard
115080,Chris Green
680574,Matt Mclain
692775,Jarret Dehart
817359,Andy Sarvis
119389,Dan Morogiello
408307,Carl Crawford
669923,George Kirby
701852,Drew Cavanaugh
818766,Chappie Johnson
113483,Jim Dorsey
817073,Sam Streeter
121872,Rick Schu
607200,Erick Fedde
116644,Joel Johnston
116157,Joe Hornung
675912,Zac Lowther
110971,Tommy Bianco
112048,Pat Carroll
124144,Dick Wheeler
117820,Harry Little
121263,Roxey Roach
124452,Al Wingo
110240,Harry Anderson
817934,Jim Oliver
112469,Stu Cole
114487,Chris Fulmer
116860,Benny Kauff
112999,Ed Daily
111364,Bob Brady
121490,Bob Rothel
120561,Tony Pierce
122231,José Silva
117641,Hank Leiber
340392,Timo Pérez
518700,Eric Fryer
492639,Horace Fogel
123992,Frank Watt
457384,Bobby Scales
111639,Ed Bruyette
433617,Ray Miller
113563,William Drew
120037,Steve Ontiveros
613534,Austin Adams
118591,Billy Mccool
482483,Damien Beal
113174,Charlie Dearmond
123334,Bobby Tiefenauer
110609,Germán Barranca
820672,Buddy Armour
277406,Kevin Hodges
118384,Wedo Martini
117341,Al Krumm
116219,Cal Howe
612672,Wei-Yin Chen
643302,Grant Fink
605670,Dan Merzel
820397,Eugene Bremer
819529,Joe Fleet
122089,John Shea
118686,Jim Mcgarr
118564,Kirk Mccaskill
123468,Ken Trinkle
112877,Buck Crouse
113595,Bernie Duffy
457489,Darren Clarke
114292,Jim Foor
116353,Jimmy Hurst
675659,Greg Jones
111809,Ed Butka
113351,Chuck Diering
111445,Rod Brewer
113213,José De Jesús
121199,Adam Riggs
118511,Michael Mcatee
124321,Ken Williams
818612,Kine
819584,Benny Felder
400092,Bret Prinz
112746,Sam Covington
284565,Jayson Durocher
124480,Whitey Wistert
115718,Crese Heismann
820445,Mario Borroto
122791,Dave Stieb
111096,Curt Blefary
623184,Scott Oberg
819758,Arthur Dilworth
206565,Steve Lomasney
668968,Hans Crouse
124496,Andy Woehr
116751,Jimmy Jordan
819946,Rogelio Crespo
124611,Roy Wright
676900,Ryan Dorow
112932,Bill Culp
119066,Dyar Miller
492623,Freeman Brown
117712,Roy Leslie
111689,Melvin Bunch
121862,Ossee Schrecongost
119993,Chi-Chi Olivo
110767,Charlie Becker
121807,Lou Schettler
120121,John Otten
150346,Willie Martínez
804668,Rafael Flores
682967,Devin Sweet
541645,Avisaíl García
117266,Jim Korwan
111874,Ralph Caldwell
122448,Dick Smith
121027,Scott Reid
121597,Nolan Ryan
116996,Jerry Kenney
657376,Clarke Schmidt
111424,Ad Brennan
112189,Esty Chaney
118151,Jim Mahady
113312,Art Devlin
120672,Bill Popp
471865,Carlos González
112222,Néstor Chávez
150089,Michel Hernández
519141,Drew Pomeranz
434661,Nate Mclouth
110840,Mark Bellhorn
118174,Woody Main
124487,Corky Withrow
115442,Roy Hansen
112778,Molly Craft
451500,Kila Ka'Aihue
116698,Jeff Jones
119013,Lee Meyer
117843,Mike Loan
819688,Frank Duncan
425512,Jeff Duncan
818654,W. L. Keane
112989,Angelo Dagres
115688,Guy Hecker
576788,Dan Butler
817389,Edward Salters
818849,Sanford Jackson
110516,Pelham Ballenger
110297,Luke Appling
572728,Michael Brady
819830,Leroy Dawson
122614,Harry Spratt
110325,Jack Armstrong
114065,Cecil Ferguson
116234,Dann Howitt
119433,Earl Moseley
110801,Steve Behel
112394,Pat Clements
117971,John Luby
802415,Chandler Simpson
446192,Adam Moore
819085,Henderson
621439,Byron Buxton
641835,Tim Mayza
120602,Jake Pitler
110360,Joe Astroth
640447,Phil Ervin
117705,John Leroy
117083,Lee King
115398,Ike Hampton
116168,Tim Hosley
122914,Johnny Sturm
669364,Xavier Edwards
592712,Connor Sadzeck
116613,Otis Johnson
620982,Ricardo Pinto
671277,Luis García
113450,Pete Donnelly
123536,Johnnie Tyler
449162,Ángel Sálome
113543,Larry Drake
111351,Bert Bradley
817042,Earl Taborn
818827,Harry Jeffries
118981,Jack Merson
120296,Reggie Patterson
571911,Damien Magnifico
668751,Cal Mitchell
816538,String Bean Williams
121943,Mickey Scott
453281,Wade Leblanc
110152,Johnny Allen
607890,Jason Johnson
120748,John Pregenzer
113113,Ike Davis
492678,Horace Phillips
502253,Alex Sanabia
543706,Dan Robertson
116689,Deacon Jones
119068,Eddie Miller
120504,Dick Phelan
819964,Roosevelt Cox
123652,Ben Vanryn
132720,Paul Bako
121475,Don Ross
117990,Rick Luecken
621573,Austin Dean
115997,Chuck Hockenbery
117724,Jesse Levis
119438,Wally Moses
124336,Rinaldo Williams
816660,Burlin White
118938,Cliff Melton
492495,Trent Jewett
114159,Gus Fisher
114276,John Fogarty
117359,Walt Kuhn
122254,Mel Simons
119353,Danny Morejón
124222,Bill Wittrock
111862,John Cahill
119268,Ray Montgomery
112747,Wes Covington
817881,Curtis Palmer
114681,Hank Gehring
115001,Billy Grabarkewitz
122012,Scott Service
572044,Brooks Pounders
123898,Bucky Walters
119112,Bob Miller
118484,Erskine Mayer
120971,Jeff Reardon
114452,Harry Fritz
427268,Kevin Kelley
114431,Bernie Friberg
819017,Hill
452225,Jeff Fiorentino
501896,David Freese
687330,Kevin Kelly
117920,Ramón López
119138,Randy Milligan
627262,Chris Smith
489166,Thomas Neal
115973,Chuck Hinton
110040,Mark Acre
118507,Jim Mcanany
209315,David Newhan
117564,Steve Lawson
115975,Rich Hinton
150399,Trace Coquillette
124437,Hal Wiltse
667478,Evan Kravetz
407073,Chris Piersoll
678662,Ezequiel Tovar
607951,Jairo Labourt
816988,Buck Thomas
110700,Russ Bauers
123025,Stan Swanson
119846,Hub Northen
819282,Willie Green
121677,War Sanders
121288,Dave Robertson
117078,Eric King
120303,Gene Patton
121555,Pete Runnels
114535,Ed Gallagher
123560,Jim Umbarger
123320,Bob Thorpe
112294,Frank Cimorelli
116063,Ken Holcombe
489150,Clayton Mortensen
121053,Doc Reisling
595023,Colin Walsh
121054,Al Reiss
114214,Ed Flanagan
120326,Johnny Peacock
112869,Frank Crossin
283169,Jarrod Patterson
110631,Ed Barry
625329,Henry Urrutia
820574,Sherman Barton
119926,Jack O'Connor
571584,Caleb Cotham
116331,Billy Hunter
542208,Carlos Pérez
120332,Jim Pearce
111725,Les Burke
458094,Daniel Stange
111465,John Briggs
642772,Luis Alexander Basabe
113700,George Earnshaw
279568,John Patterson
119011,Jack Meyer
446308,Matt Wieters
115199,Matt Grott
113694,Scott Earl
119094,Larry Miller
118066,Mac Macarthur
113572,Michael Driscoll
621350,Caleb Frare
656353,Tucker Davidson
819603,Clarence Everett
445599,Scott Moore
110119,Mike Aldrete
117957,Sean Lowe
817557,Bill Ricks
117526,Chris Latham
816876,John Turner
121780,Rube Schauer
817487,Antonio Rodríguez
119004,Hensley Meulens
425510,Francisco Cruceta
124724,Jeff Yurak
665896,José Marte
605125,Cody Asche
124547,Mike Woodard
115981,Jim Hitchcock
819097,Willie Haynes
115864,Buck Herzog
116131,Burt Hooton
543238,Anthony Gose
114713,Rusty Gerhardt
123048,Sweigert
400121,Víctor Martínez
114110,Lou Fiene
650051,Hub Kittle
110597,Vic Barnhart
115685,Wally Hebert
820712,C. Anderson
112107,Alberto Castillo
118673,Chris Mcfarland
120666,Jim Poole
120787,Ron Pruitt
656495,Dalton Guthrie
817168,Red Eagle Smith
122310,Walt Slagle
482213,Larry Wiederecht
124485,Roy Witherup
124097,Joe Werrick
112416,Ed Clough
117008,Gus Keriazakos
430931,Daniel Ortmeier
820150,Lee Carter
511136,Randy Liss
112110,Braulio Castillo
650813,Luis Escobar
117468,Sam Lanford
112825,Jerry Crider
123886,Dee Walsh
134001,Paul Lo Duca
817556,Lefty Richbourg
123443,Cecil Travis
113918,Frank Estrada
120293,Ken Patterson
523260,Joe Kelly
113134,Ron Davis
805367,Chase Meidroth
114967,Joe Gordon
117649,Dave Leiper
621121,Lance Mccullers
118469,Darrell May
819528,Gerard Fitzgerald
663385,Chad Smith
117099,Ed Kinsella
519267,Evan Scribner
817268,Felipe Sierra
111336,Buddy Bradford
463645,Sammy Gervacio
820540,Jake Bell
117972,Johnny Lucadello
818230,Henry Mchenry
119185,John Misse
110982,Charles Bierman
119483,Billy Muffett
819293,George Grayer
120619,Don Plarski
120591,Lerton Pinto
120428,Len Perme
120359,Heinie Peitz
119944,Chuck Oertel
701762,Nick Kurtz
113697,Tom Earley
117967,Mike Loynd
111085,Wade Blasingame
110411,Oscar Azócar
112094,Craig Caskey
117530,Chick Lathers
664068,Scott Kingery
120272,Dan Pasqua
123826,Hub Walker
458709,John Lannan
116627,Jing Johnson
543331,J. J. Hoover
116192,Art Houtteman
123815,Chico Walker
817317,Leonard Sedbrook
121765,Roy Schalk
115862,Neal Hertweck
118266,Dick Manville
123671,Arky Vaughan
656290,Drew Carlton
110854,Andy Benes
427026,Wally Bell
119606,Danny Musser
817325,Joe Burt Scott
116402,Tim Ireland
116796,Al Jurisich
114129,Rollie Fingers
571704,Ken Giles
119117,Roscoe Miller
674072,Tommy Henry
120159,Gene Packard
820738,Alex Allen
816745,Fuzzy Walton
657129,Marcus Wilson
111276,Chris Bourjos
115814,Jesús Hernáiz
500392,Mel Franks
116543,Nat Jewett
120294,Clare Patterson
443110,José David Flores
553878,Felipe Vázquez
519058,Mike Moustakas
449079,Wesley Wright
816672,Charles Wesley
112020,Chris Carpenter
119515,George Mundinger
116684,Elijah Jones
117033,Brian Keyser
116305,Tom Hume
667428,Grant Koch
116968,Bill Kemmer
113961,Scott Eyre
121903,Bill Schuster
114202,Ed Fitzpatrick
115737,Scott Hemond
121902,Wayne Schurr
112468,Dick Cole
117516,Dan Larson
820421,Phil Bradley
124551,George Woodend
122619,Ed Springer
123342,John Tilley
425468,Rob Bowen
114605,Earle Gardner
112243,Pete Childs
119476,Gordie Mueller
421685,Aaron Harang
427084,Derryl Cousins
542369,Edwar Cabrera
112876,Frank Croucher
818540,Al Leary
120555,Ed Pierce
120152,John Pacella
816712,Rube Washington
121469,Wayne Rosenthal
118983,Jim Mertz
817422,Royce
114030,John Farrow
118448,Rick Matula
115776,Fritz Henrich
113411,Larry Doby
656924,Ryder Ryan
118567,Jim Mccauley
114085,Tony Ferreira
110881,Al Benton
115048,Tom Grant
111299,Weldon Bowlin
112769,Bill Coyle
820029,Melvin Coleman
656232,Brandon Bielak
117549,Ron Law
527054,Julio Teherán
114645,Rod Gaspar
113335,Paul Dicken
124442,Gordie Windhorn
117085,Marshall King
123314,John Thornton
123781,Gary Wagner
118113,Bunny Madden
122954,John Sullivan
820097,Chatman
110763,Rod Beck
816475,Tommy Woods
121519,Stan Royer
117662,Bill Lelivelt
116748,Charlie Jordan
132061,Steve Sinclair
819672,Howard Easterling
503789,Jeff Gosney
120490,John Pezzullo
114062,Stan Ferens
621500,Wyatt Mathisen
116778,Bob Joyce
116824,Scott Kamieniecki
112589,Roger Connor
806188,Cade Gibson
820424,Jimmy Boyd
680779,Henry Davis
112038,Bill Carrigan
112835,Ches Crist
110222,Sandy Amorós
114894,Roy Golden
112050,Dick Carroll
817691,Powell
820406,Ramón Bragaña
122467,Red Smith
519076,Jimmy Nelson
459714,Buck Coats
492683,Cal Ripken
449107,Mike Aviles
121190,Denny Riddleberger
816879,Cool Turner
124647,Rusty Yarnall
431046,Tony Massarotti
110721,Jack Beach
683004,Jack Leiter
122686,Matt Stark
121144,Woody Rich
116780,Wally Joyner
119998,Hank Olmsted
640902,Jhonny Pereda
640277,Bill Seiple
111929,Jim Campbell
121996,Carroll Sembera
113861,Mutz Ens
116127,Harry Hooper
117075,Clyde King
816691,Dick Weaver
123621,Dave Valle
116642,Greg Johnston
118154,Lou Mahaffey
817507,Al Robinson
117464,Jerry Lane
111224,Eddie Booth
119713,Roger Nelson
113591,Pat Duff
118777,Kit Mckenna
117739,Johnny Lewis
111097,Ray Blemker
116571,Bart Johnson
115078,Craig Grebeck
120055,Jim O'Rourke
430829,Rich Thompson
150141,Alan Newman
122367,Clay Smith
115192,George Grosart
592621,Kyle Parker
111146,Larry Boerner
110877,Vern Benson
431025,Wayne Franke
136581,Mitch Meluskey
642082,Chance Sisco
675540,Xzavion Curry
820187,Esterio Caraballo
114492,Liz Funk
121425,Kevin Romine
641427,Alan Busenitz
124565,Walt Woods
502126,Domonic Brown
802686,Hayden Harris
119706,Luke Nelson
663969,Tyler Phillips
114526,Andrés Galarraga
641477,Ryan Cordell
461842,Christian Marrero
113386,Jerry Dipoto
111396,Cliff Brantley
119101,Orlando Miller
120542,Charlie Pick
121066,Laddie Renfroe
602928,Felix Jorge
455167,Shelley Duncan
489295,Brian Schlitter
119769,Dave Nicholson
111527,Frank Brower
276346,Brandon Inge
820234,Rafael Cabrera
644661,Kyle Mccrady
118257,Félix Mantilla
671289,Tyler Freeman
623143,Trevor Brown
114670,Bob Geary
456436,Kevin Reese
120970,Jeremiah Reardon
118892,Rufus Meadows
117186,Elmer Knetzer
605479,Josh Smith
664353,José Urquidy
122660,Pete Stanicek
114624,Debs Garms
816711,Waters
110458,Al Baird
117081,Jeff King
123590,Ernest Vache
694297,Brandon Pfaadt
116209,Larry Howard
110153,Kim Allen
111387,Ed Brandt
595411,Ryan Sherriff
482613,Angel Campos
117501,Barry Larkin
116181,Willard House
120167,Andy Pafko
117022,Joe Kerrigan
114816,Jim Gilman
621057,Justin Garza
112972,Guy Curtright
136727,Vladimir Núñez
435358,Yuniesky Betancourt
120683,Ned Porter
114715,Ken Gerhart
511409,Chris Johnson
817989,Ramón Neele
493117,Kyuji Fujikawa
114805,John Gillespie
111652,Jim Buchanan
118233,George Mangus
123965,Ron Washington
113426,Biddy Dolan
118610,Tommy Mccraw
120565,Marino Pieretti
115273,Bert Haas
123119,Jackie Tavener
117853,Bob Locker
676709,Ty Tice
116159,Vince Horsman
116657,Jones
683079,Omar Martinez
542882,Matt Andriese
114331,Elmer Foster
460647,Jaime Bubela
115023,Charlie Graham
117609,Mark Lee
117667,Steve Lembo
689149,Chad Dallas
119802,Bill Niles
116840,Matt Karchner
120804,Blondie Purcell
119644,Bill Nahorodny
112235,Mitch Chetkovich
430161,Noah Lowry
593527,Ramón Torres
818537,José Leblanc
115544,Tom Harrison
114255,Bryce Florie
111550,Hal Brown
820266,Willie Burnham
136421,Ben Ford
124194,Will White
121703,Manny Sarmiento
120150,Charlie Pabor
605540,Brandon Woodruff
123366,Tip Tobin
122565,Bob Speake
121986,Aaron Sele
124689,Curt Young
114560,Daff Gammons
114003,Stan Fansler
115283,Stan Hack
124649,Yam Yaryan
430590,Charlton Jimerson
113079,Claude Davenport
664871,Kyle Dowdy
114607,Harry Gardner
818324,Francisco Martínez
476206,Justin Thomas
120263,Jay Partridge
115257,Frankie Gustine
110564,Brian Bark
112182,Mike Champion
121931,Gary Scott
116006,Bert Hodges
120940,Morrie Rath
118008,Tom Lundstedt
213711,Jeff Weaver
115674,Jeff Heath
116516,Stan Jefferson
685326,Mccade Brown
120762,Bill Price
816676,Willie Wells
112912,Arthur Cuccurullo
817683,Eddie Powell
112765,Terry Cox
816974,Ernest Thomas
115642,Jim Hayes
501920,Brian Dinkelman
482140,Lary Bump
121483,Joe Rossi
116755,Niles Jordan
150378,Éric Gagné
676831,Kodi Whitley
124018,Bill Webb
120003,Greg Olson
818589,Floyd Kranson
123595,Ismael Valdez
123304,Carl Thompson
120251,Tom Parrott
816789,Ewing Waddy
820756,Thomas Albright
430663,Brian Bruney
819673,William Dyke
118527,Tom Mcbride
122603,Andy Spognardi
113870,Hal Epps
119075,Fred Miller
114902,Lon Goldstein
112820,Bob Cremins
112595,Theodore Conover
819857,Butch Davis
116658,Jones
116653,Stan Jok
469097,Frank Mata
451135,Dan Cortes
124095,George Werley
121238,Lew Ritter
110031,Bill Abstein
110229,Brady Anderson
112738,Ernie Courtney
680729,Garrett Mcdaniels
592273,Brandon Drury
112400,Reggie Cleveland
114206,Wally Flager
816942,Sandy Thompson
110761,Fred Beck
122489,Van Snider
818024,John Mungin
124036,John Wehner
427534,Bill Welke
110322,Charlie Armbruster
120382,Shannon Penn
120711,Jake Powell
110487,Steve Baker
119720,Graig Nettles
544727,Jeurys Familia
676480,José Barrero
277397,Larry Barnes
115358,Bill Hallahan
462940,Juan Mateo
572102,Keyvius Sampson
123307,John Thomson
122398,Greg Smith
124323,Leon Williams
121784,Owen Scheetz
676917,Cade Cavalli
122507,Jerry Snyder
817738,Rogers Pierre
118283,Juan Marichal
134341,Jay Payton
656412,Alex Faedo
115258,Bucky Guth
112132,Danny Cater
817006,Ron Teasley
701121,Logan Vanwey
434880,Tyrell Godwin
118471,Derrick May
111699,Bob Burda
123579,Bill Upton
657272,Erich Uelmen
424625,Jason Kershner
117929,Andrew Lorraine
669735,Chris Rodriguez
113981,Jim Fairbank
124251,Claude Wilborn
116268,Sid Hudson
663897,Luke Williams
117214,Andy Knox
116838,Henry Kappel
819331,Johnny Goodgame
819748,Rap Dixon
593144,Richard Rodríguez
666134,Nolan Jones
676684,Will Vest
111649,Tod Brynan
122295,Bill Skiff
112185,Dean Chance
408311,Justin Huber
816535,Wilmore Williams
110128,Hugh Alexander
117946,Tom Lovett
117251,Dennis Konuszewski
114503,Ken Gables
114127,Bill Fincher
150290,Rob Sasser
663559,Bailey Falter
117848,Don Lock
817748,Phelps
117979,Joe Lucey
451585,Sam Demel
435045,Sergio Santos
114740,Ray Giannelli
116683,Earl Jones
118429,Francisco Matos
424485,Barry Wesson
110590,Bill Barnes
113539,Moe Drabowsky
118487,Paddy Mayes
150400,Darron Cox
123780,Charlie Wagner
111184,Cliff Bolton
115625,Bill Hawes
120253,William Parson
119583,Heath Murray
123155,Sammy Taylor
150426,Mark Mulder
116130,Leon Hooten
150204,Jeremy Hill
123954,Jimmy Wasdell
150083,Clay Bellinger
121345,Bill Rodgers
113380,Kerry Dineen
123262,Roy Thomas
817746,Ernie Phillips
642707,Allen Córdoba
621545,Zach Remillard
818150,Bub Miller
114602,Alex Gardner
427356,Richard Musterer
115474,Mike Hargrove
122400,Hal Smith
111168,Charlie Bold
690925,Clayton Beeter
110655,Walt Bashore
817461,Vicente Rodríguez
641999,Corey Ray
116180,Tom House
435625,Nate Schierholtz
118773,Tim Mckeithan
573589,Michael Ynoa
681807,David Fry
118224,Al Mamaux
113608,Martin Duke
113185,Harry Decker
492618,Terry Bevington
641771,Chad Kuhl
118535,Sparrow Mccaffrey
115559,Bill Hart
461212,Matt Palmer
111407,Buster Bray
112676,Mike Corcoran
406428,Tim Raines
429781,Kevin Correia
114098,Willy Fetzer
501625,José Álvarez
819837,Piper Davis
124393,Gary Wilson
116655,Dave Jolly
112678,Tommy Corcoran
120548,John Pickett
111743,C. B. Burns
591741,José Osuna
124121,Wes Westrum
118911,Sammy Meeks
113704,Mal Eason
541600,Wilfredo Tovar
816766,George Walker
407378,Tony Torcato
598411,Nestor Ceja
112557,Tony Conigliaro
136900,Mike Metcalfe
113812,Randy Elliott
817977,Lefty Nelson
425508,Ryan Church
124149,Jack Whillock
113538,Doug Drabek
124492,Bobby Witt
592547,Deck Mcguire
111946,Sil Campusano
121610,Mike Sadek
118086,Joe Mack
124180,Mike White
681962,Vinny Capra
433587,Félix Hernández
641632,Conner Greene
120850,Luis Quiñones
111584,Ray Brown
123880,Junior Walsh
119610,Jeff Mutis
122817,Al Stokes
120837,Finners Quinlan
112493,Billy Colgan
819235,Red Hadley
115644,John Hayes
816675,Walter Jones
112670,Archie Corbin
112042,Dixie Carroll
111912,Lew Camp
121928,Donnie Scott
820628,Julio Baez
663455,Konnor Pilkington
474568,Jordy Mercer
121284,Jim Robertson
113132,Bob Davis
110175,Bill Allison
119804,Dave Nilsson
116475,Cleo James
122338,Roy Smalley
119905,Bob O'Brien
113182,Art Decatur
114035,Jack Faszholz
593647,Sócrates Brito
492899,Rick Kranitz
817506,Robinson
124146,Bobby Wheelock
122886,Jim Stroner
113634,George Dunlop
672275,Patrick Bailey
115440,Ron Hansen
111385,Chick Brandom
116775,George Joyce
